trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.39561243860243755}",20,15,9.352784023277957,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.3936343764094254}",30,13,1.820110699431319,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.39166620452737827}",20,14,4.1708470570986655,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.3897078735047414}",30,13,-17.43868577207665,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.38775933413721764}",20,8,18.729249703213426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.38582053746653155}",25,0,-113.53159158625839,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
191,False,"{'a': 0.5, 'e': 0.3838914347791989}",20,12,-27.57853505076835,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.5, 'e': 0.38197197760530294}",20,0,9.873046215862184,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.3800621177172764}",20,5,-64.68281952033365,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.37816180712869}",30,16,17.963182686820787,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.37627099809304654}",30,18,22.441641111852757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.3743896431025813}",25,16,-6.858996461716487,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.37251769488706843}",20,0,-8.559324158404525,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.37065510641263305}",25,8,-7.22337943474945,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.3688018308805699}",25,10,-6.275891296656084,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.36695782172616703}",25,9,-34.11161752702549,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.3651230326175362}",20,12,16.102696153254445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.36329741745444855}",30,9,-0.07628118246260707,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.3614809303671763}",25,17,8.314235631424609,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.3596735257153404}",25,18,-9.95926150955735,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.35787515808676373}",20,0,-33.208927750907314,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.35608578229632987}",20,7,4.891060425999165,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.35430535338484825}",20,9,2.634071480994409,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.352533826617924}",20,10,-22.234763970632944,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.3507711574848344}",20,8,-17.804457055463327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.5, 'e': 0.3490173016974102}",20,11,-18.52699689064266,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.34727221518892315}",20,4,-15.596996077016065,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.34553585411297855}",25,10,-12.26068353413107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.5, 'e': 0.34380817484241366}",20,9,4.504613266053142,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.34208913396820156}",20,0,-70.16858214871927,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.34037868829836054}",20,12,3.287432729741959,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.33867679485686875}",20,7,-71.52365168011846,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.33698341088258443}",20,0,31.856507693884915,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.3352984938281715}",20,6,-30.60716109889834,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.33362200135903064}",25,3,-66.27235078696468,"{0: 15, 1: 2, 2: 2, 3: 3, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.33195389135223546}",25,0,0.26168257702024933,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.3302941218954743}",35,0,-70.67256139180708,"{0: 30, 1: 0, 2: 3, 3: 0, 4: 2}",0
222,False,"{'a': 0.5, 'e': 0.3286426512859969}",25,8,-14.05874814888993,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.32699943802956694}",20,0,3.626480615151583,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.3253644408394191}",20,10,6.784903309962454,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.323737618635222}",20,5,28.972657938233088,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.3221189305420459}",25,0,19.142726581484883,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.32050833588933564}",20,10,8.032213642841082,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.31890579420988896}",35,20,-76.63250968303056,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
229,False,"{'a': 0.5, 'e': 0.3173112652388395}",20,11,5.650751832499484,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.3157247089126453}",20,0,-4.057766865929174,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.3141460853680821}",20,0,18.801795321528907,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.31257535494124167}",25,10,10.818605456114806,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.3110124781665355}",30,18,-2.9741896209317185,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.3094574157757028}",25,15,3.6660421793616456,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.30791012869682427}",25,12,1.770285528224763,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.30637057805334017}",25,18,14.21714633334505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.3048387251630735}",25,0,-86.35073424833672,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
238,False,"{'a': 0.5, 'e': 0.30331453153725807}",20,10,6.7988168925160375,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.3017979588795718}",20,13,4.734398889710816,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.30028896908517394}",25,5,-1.2859909081069425,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2987875242397481}",25,14,6.293943748575258,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.2972935866185493}",20,8,-55.36587809735567,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
243,False,"{'a': 0.5, 'e': 0.29580711868545656}",25,13,16.127528759252197,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.2943280830920293}",20,0,2.382912512511978,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.29285644267656913}",20,0,-68.33968697692586,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.2913921604631863}",25,14,22.635329863965076,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.2899351996608704}",30,12,-23.67065843959247,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.288485523662566}",20,2,-28.740114328335437,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.2870430960442532}",25,3,27.284065559719135,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.2856078805640319}",20,0,-4.931123424296415,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.28417984116121175}",25,5,-45.448094861496344,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.2827589419554057}",25,1,9.6394427974905,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.28134514724562865}",25,13,11.405490874774781,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.2799384215094005}",20,1,28.516822276908336,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.27853872940185354}",20,12,13.703163761391814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.27714603575484426}",25,0,-63.67397766114255,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
257,False,"{'a': 0.5, 'e': 0.27576030557607}",30,13,5.913436754313611,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.2743815040481897}",25,2,-11.846158179538424,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2730095965279487}",25,4,22.155496598877342,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.271644548545309}",20,11,-7.790280602603993,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.27028632580258244}",25,7,13.997706794812318,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.2689348941735695}",25,0,-23.99881082384398,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.2675902197027017}",25,15,9.258251414579101,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.26625226860418816}",25,10,24.096936079131634,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.26492100726116724}",20,8,-51.65574095937836,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
266,False,"{'a': 0.5, 'e': 0.26359640222486136}",25,0,25.447377657006072,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.2622784202137371}",20,0,17.47829145447989,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.26096702811266836}",20,15,9.805262518358312,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.259662192972105}",35,11,4.655581515080202,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2583638820072445}",20,4,-15.691079784128952,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
271,False,"{'a': 0.5, 'e': 0.2570720625972083}",25,7,15.459393626131737,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.25578670228422223}",30,18,0.5107174521969862,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.2545077687728011}",20,12,-8.849457723115904,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.25323522992893716}",20,11,11.996054243991,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.25196905377929246}",25,0,-40.94496037403936,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.25070920851039596}",25,7,-21.493853105719136,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.249455662467844}",20,8,21.432827132386844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.24820838415550478}",25,10,6.247837194273349,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24696734223472724}",25,20,8.985351279094257,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.2457325055235536}",25,19,10.513885320668248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.24450384299593586}",20,1,-7.114363656490827,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.24328132378095618}",20,10,6.488199110062453,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.2420649171620514}",20,0,-13.269734920610688,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.24085459257624112}",30,16,-14.277470674755627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.23965031961335992}",25,12,-9.274145278321239,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23845206801529312}",25,11,-4.519128097707124,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.23725980767521665}",20,4,30.405041186272026,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.23607350863684057}",20,13,15.224765634137228,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23489314109365636}",30,17,8.934339746686664,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23371867538818808}",30,14,-5.375652500978026,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23255008201124713}",25,16,15.687802169426583,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.2313873316011909}",25,15,7.586892252414668,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.23023039494318495}",20,4,13.613305277410227,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.22907924296846902}",20,14,13.29172221051948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.22793384675362668}",25,2,25.015973083072957,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22679417751985856}",35,19,28.78723076471766,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.22566020663225925}",20,4,15.721118411790636,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.22453190559909794}",30,11,18.12838969906658,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22340924607110246}",30,0,26.282441406781885,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.22229219984074694}",20,5,25.48665957856123,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.2211807388415432}",20,14,5.237840873554058,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.2200748351473355}",25,0,6.603156924164042,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.2189744609715988}",25,0,-7.986943755513876,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.21787958866674081}",20,0,-30.822969755605293,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
305,False,"{'a': 0.5, 'e': 0.2167901907234071}",25,13,20.38871491456784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.2157062397697901}",30,16,9.930303479827955,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21462770857094113}",25,11,13.912260263622361,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.21355457002808642}",30,14,32.82783922551783,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.212486797177946}",25,12,-17.148675422290147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
310,False,"{'a': 0.5, 'e': 0.21142436319205626}",20,9,17.067812374631963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21036724137609597}",20,16,8.184561996098807,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.20931540516921548}",20,12,14.753584942164663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20826882814336942}",20,8,-12.63829918321224,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20722748400265256}",20,11,2.936655867407408,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.2061913465826393}",20,6,2.408967850515004,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.20516038984972612}",30,10,30.021958644930173,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.20413458790047748}",20,0,10.206141486123336,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.20311391496097508}",20,10,17.025063714289516,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.20209834538617022}",20,7,-32.992288317766835,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.5, 'e': 0.20108785365923937}",20,11,5.733002506604166,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.20008241439094315}",20,3,27.452971229843786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.19908200231898845}",25,12,11.11984422841595,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.1980865923073935}",35,17,11.206927063085438,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19709615934585653}",20,8,8.082646805957845,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19611067854912725}",20,12,-40.13906691491268,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.19513012515638162}",20,0,-30.072388842568216,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.1941544745305997}",20,10,7.368417138516834,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.1931837021579467}",20,10,16.275338376007355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.19221778364715697}",25,1,-8.273061965754286,"{0: 22, 1: 0, 2: 0, 3: 2, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.19125669472892118}",25,15,-8.084306027980366,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.19030041125527658}",25,11,4.101671064122861,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.1893489091990002}",25,0,26.592854185521574,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.1884021646530052}",25,15,19.211939025381884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.18746015382974016}",30,16,20.97126950365943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18652285306059146}",35,13,21.19954464639182,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18559023879528852}",25,0,9.45301266173526,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18466228760131206}",20,15,8.876251647722,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.1837389761633055}",20,7,23.74915513523892,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.18282028128248898}",25,10,14.983297497519107,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.18190617987607652}",20,9,16.22772240149045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.18099664897669615}",20,1,14.738303334480381,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.18009166573181265}",25,7,21.673598404921197,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.1791912074031536}",20,8,20.173377909354205,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17829525136613783}",20,4,24.6752026829808,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.17740377510930713}",20,3,25.327814681144517,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.1765167562337606}",30,18,22.696980562665118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.1756341724525918}",20,10,9.054089176281238,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.17475600159032884}",20,14,5.86061016246177,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.1738822215823772}",25,0,16.102181975813217,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
350,False,"{'a': 0.5, 'e': 0.17301281047446532}",20,11,-5.69351565395376,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.172147746422093}",20,10,16.974437078332155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.1712870076899825}",25,3,27.97532937366404,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.1704305726515326}",20,14,4.361647316422189,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.16957841978827493}",30,16,16.10777107793679,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16873052768933355}",30,16,22.945743392023353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1678868750508869}",20,0,-2.9663214537067706,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
357,False,"{'a': 0.5, 'e': 0.16704744067563246}",20,13,-5.4112238171254825,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.1662122034722543}",20,10,15.032543810299925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16538114245489302}",20,3,30.21263063142899,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16455423674261857}",20,13,3.4487086566838308,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.16373146555890547}",20,10,16.2294696874499,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16291280823111093}",35,11,21.850097683276797,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.1620982441899554}",20,0,27.539135679994214,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.1612877529690056}",20,2,-16.163179848625198,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
365,False,"{'a': 0.5, 'e': 0.16048131420416056}",20,12,7.602734362549894,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.15967890763313977}",35,21,17.610820674357832,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.15888051309497409}",25,3,-33.683738578527226,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
368,False,"{'a': 0.5, 'e': 0.1580861105294992}",25,3,10.890766805358417,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.1572956799768517}",30,20,15.022050795491424,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
